2021-07-06 05:26:42 startup archives install
2021-07-06 05:27:21 status installed ifupdown:amd64 0.8.35
2021-07-06 05:27:21 configure libgssapi-krb5-2:amd64 1.17-3+deb10u1 <none>
2021-07-06 05:27:21 status unpacked libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-07-06 05:27:21 status half-configured libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-07-06 05:27:21 status installed libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-07-06 05:27:21 configure libx11-6:amd64 2:1.6.7-1+deb10u2 <none>
2021-07-06 05:27:21 status unpacked libx11-6:amd64 2:1.6.7-1+deb10u2
2021-07-06 05:27:21 status half-configured libx11-6:amd64 2:1.6.7-1+deb10u2
2021-07-06 05:27:21 status installed libx11-6:amd64 2:1.6.7-1+deb10u2
2021-07-06 05:27:21 configure libxmuu1:amd64 2:1.1.2-2+b3 <none>
2021-07-06 05:27:21 status unpacked libxmuu1:amd64 2:1.1.2-2+b3
2021-07-06 05:27:21 status half-configured libxmuu1:amd64 2:1.1.2-2+b3
2021-07-06 05:27:21 status installed libxmuu1:amd64 2:1.1.2-2+b3
2021-07-06 05:27:21 configure openssh-client:amd64 1:7.9p1-10+deb10u2 <none>
2021-07-06 05:27:21 status unpacked openssh-client:amd64 1:7.9p1-10+deb10u2
2021-07-06 05:27:21 status half-configured openssh-client:amd64 1:7.9p1-10+deb10u2
2021-07-06 05:27:21 status installed openssh-client:amd64 1:7.9p1-10+deb10u2
2021-07-06 05:27:21 configure libxext6:amd64 2:1.3.3-1+b2 <none>
2021-07-06 05:27:21 status unpacked libxext6:amd64 2:1.3.3-1+b2
2021-07-06 05:27:21 status half-configured libxext6:amd64 2:1.3.3-1+b2
2021-07-06 05:27:21 status installed libxext6:amd64 2:1.3.3-1+b2
2021-07-06 05:27:21 configure xauth:amd64 1:1.0.10-1 <none>
2021-07-06 05:27:21 status unpacked xauth:amd64 1:1.0.10-1
2021-07-06 05:27:21 status half-configured xauth:amd64 1:1.0.10-1
2021-07-06 05:27:21 status installed xauth:amd64 1:1.0.10-1
2021-07-06 05:27:21 trigproc systemd:amd64 241-7~deb10u7 <none>
2021-07-06 05:27:21 status half-configured systemd:amd64 241-7~deb10u7
2021-07-06 05:27:21 status installed systemd:amd64 241-7~deb10u7
2021-07-06 05:27:21 trigproc libc-bin:amd64 2.28-10 <none>
2021-07-06 05:27:21 status half-configured libc-bin:amd64 2.28-10
2021-07-06 05:27:21 status installed libc-bin:amd64 2.28-10
2022-12-14 20:56:27 startup archives unpack
2022-12-14 20:56:27 upgrade base-files:amd64 10.3+deb10u10 10.3+deb10u13
2022-12-14 20:56:27 status half-configured base-files:amd64 10.3+deb10u10
2022-12-14 20:56:27 status unpacked base-files:amd64 10.3+deb10u10
2022-12-14 20:56:27 status half-installed base-files:amd64 10.3+deb10u10
2022-12-14 20:56:28 status unpacked base-files:amd64 10.3+deb10u13
2022-12-14 20:56:28 startup packages configure
2022-12-14 20:56:28 configure base-files:amd64 10.3+deb10u13 <none>
2022-12-14 20:56:28 status unpacked base-files:amd64 10.3+deb10u13
2022-12-14 20:56:29 status half-configured base-files:amd64 10.3+deb10u13
2022-12-14 20:56:29 status installed base-files:amd64 10.3+deb10u13
2022-12-14 20:56:29 startup archives unpack
2022-12-14 20:56:29 upgrade dpkg:amd64 1.19.7 1.19.8
2022-12-14 20:56:29 status half-configured dpkg:amd64 1.19.7
2022-12-14 20:56:29 status unpacked dpkg:amd64 1.19.7
2022-12-14 20:56:29 status half-installed dpkg:amd64 1.19.7
2022-12-14 20:56:32 status unpacked dpkg:amd64 1.19.8
2022-12-14 20:56:33 startup packages configure
2022-12-14 20:56:33 configure dpkg:amd64 1.19.8 <none>
2022-12-14 20:56:33 status unpacked dpkg:amd64 1.19.8
2022-12-14 20:56:33 status half-configured dpkg:amd64 1.19.8
2022-12-14 20:56:33 status installed dpkg:amd64 1.19.8
2022-12-14 20:56:33 startup archives unpack
2022-12-14 20:56:33 upgrade gzip:amd64 1.9-3 1.9-3+deb10u1
2022-12-14 20:56:33 status half-configured gzip:amd64 1.9-3
2022-12-14 20:56:33 status unpacked gzip:amd64 1.9-3
2022-12-14 20:56:33 status half-installed gzip:amd64 1.9-3
2022-12-14 20:56:34 status unpacked gzip:amd64 1.9-3+deb10u1
2022-12-14 20:56:34 startup packages configure
2022-12-14 20:56:34 configure gzip:amd64 1.9-3+deb10u1 <none>
2022-12-14 20:56:34 status unpacked gzip:amd64 1.9-3+deb10u1
2022-12-14 20:56:34 status half-configured gzip:amd64 1.9-3+deb10u1
2022-12-14 20:56:34 status installed gzip:amd64 1.9-3+deb10u1
2022-12-14 20:56:35 startup archives unpack
2022-12-14 20:56:35 upgrade ncurses-bin:amd64 6.1+20181013-2+deb10u2 6.1+20181013-2+deb10u3
2022-12-14 20:56:35 status half-configured ncurses-bin:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:56:35 status unpacked ncurses-bin:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:56:35 status half-installed ncurses-bin:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:56:36 status unpacked ncurses-bin:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:56:36 startup packages configure
2022-12-14 20:56:36 configure ncurses-bin:amd64 6.1+20181013-2+deb10u3 <none>
2022-12-14 20:56:36 status unpacked ncurses-bin:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:56:36 status half-configured ncurses-bin:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:56:36 status installed ncurses-bin:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:56:36 startup archives unpack
2022-12-14 20:56:36 upgrade libc6:amd64 2.28-10 2.28-10+deb10u2
2022-12-14 20:56:36 status triggers-pending libc-bin:amd64 2.28-10
2022-12-14 20:56:36 status half-configured libc6:amd64 2.28-10
2022-12-14 20:56:36 status unpacked libc6:amd64 2.28-10
2022-12-14 20:56:36 status half-installed libc6:amd64 2.28-10
2022-12-14 20:56:44 status unpacked libc6:amd64 2.28-10+deb10u2
2022-12-14 20:56:45 startup packages configure
2022-12-14 20:56:45 configure libc6:amd64 2.28-10+deb10u2 <none>
2022-12-14 20:56:45 status unpacked libc6:amd64 2.28-10+deb10u2
2022-12-14 20:56:45 status half-configured libc6:amd64 2.28-10+deb10u2
2022-12-14 20:56:47 status installed libc6:amd64 2.28-10+deb10u2
2022-12-14 20:56:47 startup archives unpack
2022-12-14 20:56:48 upgrade libc-bin:amd64 2.28-10 2.28-10+deb10u2
2022-12-14 20:56:48 status half-configured libc-bin:amd64 2.28-10
2022-12-14 20:56:48 status unpacked libc-bin:amd64 2.28-10
2022-12-14 20:56:48 status half-installed libc-bin:amd64 2.28-10
2022-12-14 20:56:48 status unpacked libc-bin:amd64 2.28-10+deb10u2
2022-12-14 20:56:49 startup packages configure
2022-12-14 20:56:49 configure libc-bin:amd64 2.28-10+deb10u2 <none>
2022-12-14 20:56:49 status unpacked libc-bin:amd64 2.28-10+deb10u2
2022-12-14 20:56:49 status half-configured libc-bin:amd64 2.28-10+deb10u2
2022-12-14 20:56:49 status installed libc-bin:amd64 2.28-10+deb10u2
2022-12-14 20:56:49 startup archives unpack
2022-12-14 20:56:50 upgrade ncurses-base:all 6.1+20181013-2+deb10u2 6.1+20181013-2+deb10u3
2022-12-14 20:56:50 status half-configured ncurses-base:all 6.1+20181013-2+deb10u2
2022-12-14 20:56:50 status unpacked ncurses-base:all 6.1+20181013-2+deb10u2
2022-12-14 20:56:50 status half-installed ncurses-base:all 6.1+20181013-2+deb10u2
2022-12-14 20:56:50 status unpacked ncurses-base:all 6.1+20181013-2+deb10u3
2022-12-14 20:56:51 startup packages configure
2022-12-14 20:56:51 configure ncurses-base:all 6.1+20181013-2+deb10u3 <none>
2022-12-14 20:56:51 status unpacked ncurses-base:all 6.1+20181013-2+deb10u3
2022-12-14 20:56:51 status half-configured ncurses-base:all 6.1+20181013-2+deb10u3
2022-12-14 20:56:51 status installed ncurses-base:all 6.1+20181013-2+deb10u3
2022-12-14 20:56:51 startup archives unpack
2022-12-14 20:56:51 upgrade debconf:all 1.5.71 1.5.71+deb10u1
2022-12-14 20:56:51 status half-configured debconf:all 1.5.71
2022-12-14 20:56:51 status unpacked debconf:all 1.5.71
2022-12-14 20:56:51 status half-installed debconf:all 1.5.71
2022-12-14 20:56:54 status unpacked debconf:all 1.5.71+deb10u1
2022-12-14 20:56:54 startup packages configure
2022-12-14 20:56:54 configure debconf:all 1.5.71+deb10u1 <none>
2022-12-14 20:56:54 status unpacked debconf:all 1.5.71+deb10u1
2022-12-14 20:56:54 status half-configured debconf:all 1.5.71+deb10u1
2022-12-14 20:56:55 status installed debconf:all 1.5.71+deb10u1
2022-12-14 20:56:55 startup archives unpack
2022-12-14 20:56:55 upgrade libnss-systemd:amd64 241-7~deb10u7 241-7~deb10u8
2022-12-14 20:56:55 status triggers-pending libc-bin:amd64 2.28-10+deb10u2
2022-12-14 20:56:55 status half-configured libnss-systemd:amd64 241-7~deb10u7
2022-12-14 20:56:55 status unpacked libnss-systemd:amd64 241-7~deb10u7
2022-12-14 20:56:55 status half-installed libnss-systemd:amd64 241-7~deb10u7
2022-12-14 20:56:56 status unpacked libnss-systemd:amd64 241-7~deb10u8
2022-12-14 20:56:56 upgrade dbus:amd64 1.12.20-0+deb10u1 1.12.24-0+deb10u1
2022-12-14 20:56:56 status half-configured dbus:amd64 1.12.20-0+deb10u1
2022-12-14 20:56:56 status unpacked dbus:amd64 1.12.20-0+deb10u1
2022-12-14 20:56:56 status half-installed dbus:amd64 1.12.20-0+deb10u1
2022-12-14 20:56:56 status triggers-pending systemd:amd64 241-7~deb10u7
2022-12-14 20:56:57 status unpacked dbus:amd64 1.12.24-0+deb10u1
2022-12-14 20:56:57 upgrade libdbus-1-3:amd64 1.12.20-0+deb10u1 1.12.24-0+deb10u1
2022-12-14 20:56:57 status half-configured libdbus-1-3:amd64 1.12.20-0+deb10u1
2022-12-14 20:56:57 status unpacked libdbus-1-3:amd64 1.12.20-0+deb10u1
2022-12-14 20:56:57 status half-installed libdbus-1-3:amd64 1.12.20-0+deb10u1
2022-12-14 20:56:58 status unpacked libdbus-1-3:amd64 1.12.24-0+deb10u1
2022-12-14 20:56:58 upgrade libexpat1:amd64 2.2.6-2+deb10u1 2.2.6-2+deb10u6
2022-12-14 20:56:58 status half-configured libexpat1:amd64 2.2.6-2+deb10u1
2022-12-14 20:56:58 status unpacked libexpat1:amd64 2.2.6-2+deb10u1
2022-12-14 20:56:58 status half-installed libexpat1:amd64 2.2.6-2+deb10u1
2022-12-14 20:56:58 status unpacked libexpat1:amd64 2.2.6-2+deb10u6
2022-12-14 20:56:58 upgrade systemd-sysv:amd64 241-7~deb10u7 241-7~deb10u8
2022-12-14 20:56:58 status half-configured systemd-sysv:amd64 241-7~deb10u7
2022-12-14 20:56:58 status unpacked systemd-sysv:amd64 241-7~deb10u7
2022-12-14 20:56:58 status half-installed systemd-sysv:amd64 241-7~deb10u7
2022-12-14 20:56:59 status unpacked systemd-sysv:amd64 241-7~deb10u8
2022-12-14 20:56:59 upgrade libpam-systemd:amd64 241-7~deb10u7 241-7~deb10u8
2022-12-14 20:56:59 status half-configured libpam-systemd:amd64 241-7~deb10u7
2022-12-14 20:56:59 status unpacked libpam-systemd:amd64 241-7~deb10u7
2022-12-14 20:56:59 status half-installed libpam-systemd:amd64 241-7~deb10u7
2022-12-14 20:56:59 status unpacked libpam-systemd:amd64 241-7~deb10u8
2022-12-14 20:56:59 upgrade libgmp10:amd64 2:6.1.2+dfsg-4 2:6.1.2+dfsg-4+deb10u1
2022-12-14 20:56:59 status half-configured libgmp10:amd64 2:6.1.2+dfsg-4
2022-12-14 20:56:59 status unpacked libgmp10:amd64 2:6.1.2+dfsg-4
2022-12-14 20:56:59 status half-installed libgmp10:amd64 2:6.1.2+dfsg-4
2022-12-14 20:57:00 status unpacked libgmp10:amd64 2:6.1.2+dfsg-4+deb10u1
2022-12-14 20:57:00 startup packages configure
2022-12-14 20:57:00 configure libgmp10:amd64 2:6.1.2+dfsg-4+deb10u1 <none>
2022-12-14 20:57:00 status unpacked libgmp10:amd64 2:6.1.2+dfsg-4+deb10u1
2022-12-14 20:57:00 status half-configured libgmp10:amd64 2:6.1.2+dfsg-4+deb10u1
2022-12-14 20:57:00 status installed libgmp10:amd64 2:6.1.2+dfsg-4+deb10u1
2022-12-14 20:57:00 startup archives unpack
2022-12-14 20:57:00 upgrade libgnutls30:amd64 3.6.7-4+deb10u7 3.6.7-4+deb10u9
2022-12-14 20:57:00 status half-configured libgnutls30:amd64 3.6.7-4+deb10u7
2022-12-14 20:57:00 status unpacked libgnutls30:amd64 3.6.7-4+deb10u7
2022-12-14 20:57:00 status half-installed libgnutls30:amd64 3.6.7-4+deb10u7
2022-12-14 20:57:01 status unpacked libgnutls30:amd64 3.6.7-4+deb10u9
2022-12-14 20:57:01 startup packages configure
2022-12-14 20:57:01 configure libgnutls30:amd64 3.6.7-4+deb10u9 <none>
2022-12-14 20:57:01 status unpacked libgnutls30:amd64 3.6.7-4+deb10u9
2022-12-14 20:57:01 status half-configured libgnutls30:amd64 3.6.7-4+deb10u9
2022-12-14 20:57:01 status installed libgnutls30:amd64 3.6.7-4+deb10u9
2022-12-14 20:57:01 startup archives unpack
2022-12-14 20:57:02 upgrade systemd:amd64 241-7~deb10u7 241-7~deb10u8
2022-12-14 20:57:02 status half-configured systemd:amd64 241-7~deb10u7
2022-12-14 20:57:02 status unpacked systemd:amd64 241-7~deb10u7
2022-12-14 20:57:02 status half-installed systemd:amd64 241-7~deb10u7
2022-12-14 20:57:14 status unpacked systemd:amd64 241-7~deb10u8
2022-12-14 20:57:15 upgrade libsystemd0:amd64 241-7~deb10u7 241-7~deb10u8
2022-12-14 20:57:15 status half-configured libsystemd0:amd64 241-7~deb10u7
2022-12-14 20:57:15 status unpacked libsystemd0:amd64 241-7~deb10u7
2022-12-14 20:57:15 status half-installed libsystemd0:amd64 241-7~deb10u7
2022-12-14 20:57:15 status unpacked libsystemd0:amd64 241-7~deb10u8
2022-12-14 20:57:16 startup packages configure
2022-12-14 20:57:16 configure libsystemd0:amd64 241-7~deb10u8 <none>
2022-12-14 20:57:16 status unpacked libsystemd0:amd64 241-7~deb10u8
2022-12-14 20:57:16 status half-configured libsystemd0:amd64 241-7~deb10u8
2022-12-14 20:57:16 status installed libsystemd0:amd64 241-7~deb10u8
2022-12-14 20:57:16 startup archives unpack
2022-12-14 20:57:16 upgrade zlib1g:amd64 1:1.2.11.dfsg-1 1:1.2.11.dfsg-1+deb10u2
2022-12-14 20:57:16 status half-configured zlib1g:amd64 1:1.2.11.dfsg-1
2022-12-14 20:57:16 status unpacked zlib1g:amd64 1:1.2.11.dfsg-1
2022-12-14 20:57:16 status half-installed zlib1g:amd64 1:1.2.11.dfsg-1
2022-12-14 20:57:16 status unpacked zlib1g:amd64 1:1.2.11.dfsg-1+deb10u2
2022-12-14 20:57:16 startup packages configure
2022-12-14 20:57:16 configure zlib1g:amd64 1:1.2.11.dfsg-1+deb10u2 <none>
2022-12-14 20:57:16 status unpacked zlib1g:amd64 1:1.2.11.dfsg-1+deb10u2
2022-12-14 20:57:17 status half-configured zlib1g:amd64 1:1.2.11.dfsg-1+deb10u2
2022-12-14 20:57:17 status installed zlib1g:amd64 1:1.2.11.dfsg-1+deb10u2
2022-12-14 20:57:17 startup archives unpack
2022-12-14 20:57:17 upgrade libbz2-1.0:amd64 1.0.6-9.2~deb10u1 1.0.6-9.2~deb10u2
2022-12-14 20:57:17 status half-configured libbz2-1.0:amd64 1.0.6-9.2~deb10u1
2022-12-14 20:57:17 status unpacked libbz2-1.0:amd64 1.0.6-9.2~deb10u1
2022-12-14 20:57:17 status half-installed libbz2-1.0:amd64 1.0.6-9.2~deb10u1
2022-12-14 20:57:17 status unpacked libbz2-1.0:amd64 1.0.6-9.2~deb10u2
2022-12-14 20:57:17 startup packages configure
2022-12-14 20:57:17 configure libbz2-1.0:amd64 1.0.6-9.2~deb10u2 <none>
2022-12-14 20:57:17 status unpacked libbz2-1.0:amd64 1.0.6-9.2~deb10u2
2022-12-14 20:57:17 status half-configured libbz2-1.0:amd64 1.0.6-9.2~deb10u2
2022-12-14 20:57:17 status installed libbz2-1.0:amd64 1.0.6-9.2~deb10u2
2022-12-14 20:57:18 startup archives unpack
2022-12-14 20:57:18 upgrade gpgv:amd64 2.2.12-1+deb10u1 2.2.12-1+deb10u2
2022-12-14 20:57:18 status half-configured gpgv:amd64 2.2.12-1+deb10u1
2022-12-14 20:57:18 status unpacked gpgv:amd64 2.2.12-1+deb10u1
2022-12-14 20:57:18 status half-installed gpgv:amd64 2.2.12-1+deb10u1
2022-12-14 20:57:18 status unpacked gpgv:amd64 2.2.12-1+deb10u2
2022-12-14 20:57:18 startup packages configure
2022-12-14 20:57:18 configure gpgv:amd64 2.2.12-1+deb10u2 <none>
2022-12-14 20:57:18 status unpacked gpgv:amd64 2.2.12-1+deb10u2
2022-12-14 20:57:18 status half-configured gpgv:amd64 2.2.12-1+deb10u2
2022-12-14 20:57:18 status installed gpgv:amd64 2.2.12-1+deb10u2
2022-12-14 20:57:18 startup archives unpack
2022-12-14 20:57:19 upgrade liblzma5:amd64 5.2.4-1 5.2.4-1+deb10u1
2022-12-14 20:57:19 status half-configured liblzma5:amd64 5.2.4-1
2022-12-14 20:57:19 status unpacked liblzma5:amd64 5.2.4-1
2022-12-14 20:57:19 status half-installed liblzma5:amd64 5.2.4-1
2022-12-14 20:57:19 status unpacked liblzma5:amd64 5.2.4-1+deb10u1
2022-12-14 20:57:19 startup packages configure
2022-12-14 20:57:19 configure liblzma5:amd64 5.2.4-1+deb10u1 <none>
2022-12-14 20:57:19 status unpacked liblzma5:amd64 5.2.4-1+deb10u1
2022-12-14 20:57:19 status half-configured liblzma5:amd64 5.2.4-1+deb10u1
2022-12-14 20:57:19 status installed liblzma5:amd64 5.2.4-1+deb10u1
2022-12-14 20:57:19 startup archives unpack
2022-12-14 20:57:19 upgrade libncurses6:amd64 6.1+20181013-2+deb10u2 6.1+20181013-2+deb10u3
2022-12-14 20:57:19 status half-configured libncurses6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:19 status unpacked libncurses6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:19 status half-installed libncurses6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:19 status unpacked libncurses6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:20 upgrade libtinfo6:amd64 6.1+20181013-2+deb10u2 6.1+20181013-2+deb10u3
2022-12-14 20:57:20 status half-configured libtinfo6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:20 status unpacked libtinfo6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:20 status half-installed libtinfo6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:20 status unpacked libtinfo6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:20 startup packages configure
2022-12-14 20:57:20 configure libtinfo6:amd64 6.1+20181013-2+deb10u3 <none>
2022-12-14 20:57:20 status unpacked libtinfo6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:20 status half-configured libtinfo6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:20 status installed libtinfo6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:20 startup archives unpack
2022-12-14 20:57:20 upgrade libncursesw6:amd64 6.1+20181013-2+deb10u2 6.1+20181013-2+deb10u3
2022-12-14 20:57:20 status half-configured libncursesw6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:21 status unpacked libncursesw6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:21 status half-installed libncursesw6:amd64 6.1+20181013-2+deb10u2
2022-12-14 20:57:21 status unpacked libncursesw6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:21 startup packages configure
2022-12-14 20:57:21 configure libncursesw6:amd64 6.1+20181013-2+deb10u3 <none>
2022-12-14 20:57:21 status unpacked libncursesw6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:21 status half-configured libncursesw6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:21 status installed libncursesw6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:57:21 startup archives unpack
2022-12-14 20:57:21 upgrade libudev1:amd64 241-7~deb10u7 241-7~deb10u8
2022-12-14 20:57:21 status half-configured libudev1:amd64 241-7~deb10u7
2022-12-14 20:57:21 status unpacked libudev1:amd64 241-7~deb10u7
2022-12-14 20:57:21 status half-installed libudev1:amd64 241-7~deb10u7
2022-12-14 20:57:21 status unpacked libudev1:amd64 241-7~deb10u8
2022-12-14 20:57:21 startup packages configure
2022-12-14 20:57:21 configure libudev1:amd64 241-7~deb10u8 <none>
2022-12-14 20:57:21 status unpacked libudev1:amd64 241-7~deb10u8
2022-12-14 20:57:21 status half-configured libudev1:amd64 241-7~deb10u8
2022-12-14 20:57:22 status installed libudev1:amd64 241-7~deb10u8
2022-12-14 20:57:22 startup archives unpack
2022-12-14 20:57:22 upgrade tzdata:all 2021a-0+deb10u1 2021a-0+deb10u8
2022-12-14 20:57:22 status half-configured tzdata:all 2021a-0+deb10u1
2022-12-14 20:57:22 status unpacked tzdata:all 2021a-0+deb10u1
2022-12-14 20:57:22 status half-installed tzdata:all 2021a-0+deb10u1
2022-12-14 20:57:41 status unpacked tzdata:all 2021a-0+deb10u8
2022-12-14 20:57:44 upgrade libssl1.1:amd64 1.1.1d-0+deb10u6 1.1.1n-0+deb10u3
2022-12-14 20:57:44 status half-configured libssl1.1:amd64 1.1.1d-0+deb10u6
2022-12-14 20:57:44 status unpacked libssl1.1:amd64 1.1.1d-0+deb10u6
2022-12-14 20:57:44 status half-installed libssl1.1:amd64 1.1.1d-0+deb10u6
2022-12-14 20:57:44 status unpacked libssl1.1:amd64 1.1.1n-0+deb10u3
2022-12-14 20:57:44 upgrade libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:57:44 status half-configured libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2022-12-14 20:57:44 status unpacked libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2022-12-14 20:57:44 status half-installed libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2022-12-14 20:57:45 status unpacked libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:57:45 upgrade libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:57:45 status half-configured libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2022-12-14 20:57:45 status unpacked libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2022-12-14 20:57:45 status half-installed libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2022-12-14 20:57:45 status unpacked libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:57:45 upgrade isc-dhcp-client:amd64 4.4.1-2+deb10u1 4.4.1-2+deb10u2
2022-12-14 20:57:45 status half-configured isc-dhcp-client:amd64 4.4.1-2+deb10u1
2022-12-14 20:57:45 status unpacked isc-dhcp-client:amd64 4.4.1-2+deb10u1
2022-12-14 20:57:45 status half-installed isc-dhcp-client:amd64 4.4.1-2+deb10u1
2022-12-14 20:57:46 status unpacked isc-dhcp-client:amd64 4.4.1-2+deb10u2
2022-12-14 20:57:46 upgrade isc-dhcp-common:amd64 4.4.1-2+deb10u1 4.4.1-2+deb10u2
2022-12-14 20:57:46 status half-configured isc-dhcp-common:amd64 4.4.1-2+deb10u1
2022-12-14 20:57:46 status unpacked isc-dhcp-common:amd64 4.4.1-2+deb10u1
2022-12-14 20:57:46 status half-installed isc-dhcp-common:amd64 4.4.1-2+deb10u1
2022-12-14 20:57:46 status unpacked isc-dhcp-common:amd64 4.4.1-2+deb10u2
2022-12-14 20:57:46 upgrade vim:amd64 2:8.1.0875-5 2:8.1.0875-5+deb10u4
2022-12-14 20:57:46 status half-configured vim:amd64 2:8.1.0875-5
2022-12-14 20:57:46 status unpacked vim:amd64 2:8.1.0875-5
2022-12-14 20:57:46 status half-installed vim:amd64 2:8.1.0875-5
2022-12-14 20:57:47 status unpacked vim:amd64 2:8.1.0875-5+deb10u4
2022-12-14 20:57:47 upgrade vim-runtime:all 2:8.1.0875-5 2:8.1.0875-5+deb10u4
2022-12-14 20:57:47 status half-configured vim-runtime:all 2:8.1.0875-5
2022-12-14 20:57:47 status unpacked vim-runtime:all 2:8.1.0875-5
2022-12-14 20:57:47 status half-installed vim-runtime:all 2:8.1.0875-5
2022-12-14 20:58:19 status unpacked vim-runtime:all 2:8.1.0875-5+deb10u4
2022-12-14 20:58:22 upgrade xxd:amd64 2:8.1.0875-5 2:8.1.0875-5+deb10u4
2022-12-14 20:58:22 status half-configured xxd:amd64 2:8.1.0875-5
2022-12-14 20:58:22 status unpacked xxd:amd64 2:8.1.0875-5
2022-12-14 20:58:22 status half-installed xxd:amd64 2:8.1.0875-5
2022-12-14 20:58:22 status unpacked xxd:amd64 2:8.1.0875-5+deb10u4
2022-12-14 20:58:22 upgrade vim-common:all 2:8.1.0875-5 2:8.1.0875-5+deb10u4
2022-12-14 20:58:22 status half-configured vim-common:all 2:8.1.0875-5
2022-12-14 20:58:22 status unpacked vim-common:all 2:8.1.0875-5
2022-12-14 20:58:22 status half-installed vim-common:all 2:8.1.0875-5
2022-12-14 20:58:23 status unpacked vim-common:all 2:8.1.0875-5+deb10u4
2022-12-14 20:58:23 upgrade krb5-locales:all 1.17-3+deb10u1 1.17-3+deb10u5
2022-12-14 20:58:23 status half-configured krb5-locales:all 1.17-3+deb10u1
2022-12-14 20:58:23 status unpacked krb5-locales:all 1.17-3+deb10u1
2022-12-14 20:58:23 status half-installed krb5-locales:all 1.17-3+deb10u1
2022-12-14 20:58:24 status unpacked krb5-locales:all 1.17-3+deb10u5
2022-12-14 20:58:24 upgrade libc-l10n:all 2.28-10 2.28-10+deb10u2
2022-12-14 20:58:24 status half-configured libc-l10n:all 2.28-10
2022-12-14 20:58:24 status unpacked libc-l10n:all 2.28-10
2022-12-14 20:58:24 status half-installed libc-l10n:all 2.28-10
2022-12-14 20:58:25 status unpacked libc-l10n:all 2.28-10+deb10u2
2022-12-14 20:58:25 upgrade libgssapi-krb5-2:amd64 1.17-3+deb10u1 1.17-3+deb10u5
2022-12-14 20:58:25 status half-configured libgssapi-krb5-2:amd64 1.17-3+deb10u1
2022-12-14 20:58:25 status unpacked libgssapi-krb5-2:amd64 1.17-3+deb10u1
2022-12-14 20:58:25 status half-installed libgssapi-krb5-2:amd64 1.17-3+deb10u1
2022-12-14 20:58:25 status unpacked libgssapi-krb5-2:amd64 1.17-3+deb10u5
2022-12-14 20:58:25 upgrade libkrb5-3:amd64 1.17-3+deb10u1 1.17-3+deb10u5
2022-12-14 20:58:25 status half-configured libkrb5-3:amd64 1.17-3+deb10u1
2022-12-14 20:58:25 status unpacked libkrb5-3:amd64 1.17-3+deb10u1
2022-12-14 20:58:25 status half-installed libkrb5-3:amd64 1.17-3+deb10u1
2022-12-14 20:58:26 status unpacked libkrb5-3:amd64 1.17-3+deb10u5
2022-12-14 20:58:26 upgrade libkrb5support0:amd64 1.17-3+deb10u1 1.17-3+deb10u5
2022-12-14 20:58:26 status half-configured libkrb5support0:amd64 1.17-3+deb10u1
2022-12-14 20:58:26 status unpacked libkrb5support0:amd64 1.17-3+deb10u1
